date,sentiment_label,rule_based_regime,hmm_regime,article_count,decision_article_count,agreement_rule_based,agreement_hmm
2023-12-07,unknown,Crisis,Risk-On,0,0,,
2023-12-08,unknown,Crisis,Risk-On,0,0,,
2023-12-11,unknown,Crisis,Risk-On,0,0,,
2023-12-12,unknown,Crisis,Risk-On,0,0,,
2023-12-13,unknown,Crisis,Risk-On,0,0,,
2023-12-14,unknown,Crisis,Risk-On,0,0,,
2023-12-15,unknown,Crisis,Risk-On,0,0,,
2023-12-18,unknown,Crisis,Risk-On,0,0,,
2023-12-19,unknown,Crisis,Risk-On,0,0,,
2023-12-20,unknown,Crisis,Risk-On,0,0,,
2023-12-21,unknown,Crisis,Risk-On,0,0,,
2023-12-22,unknown,Crisis,Risk-On,0,0,,
2023-12-25,unknown,Crisis,Risk-On,0,0,,
2023-12-26,unknown,Crisis,Risk-On,0,0,,
2023-12-27,unknown,Crisis,Risk-On,0,0,,
2023-12-28,unknown,Crisis,Risk-On,0,0,,
2023-12-29,unknown,Crisis,Risk-On,0,0,,
2024-01-01,unknown,Crisis,Risk-On,0,0,,
2024-01-02,unknown,Crisis,Risk-On,0,0,,
2024-01-03,unknown,Crisis,Risk-On,0,0,,
2024-01-04,unknown,Crisis,Risk-On,0,0,,
2024-01-05,unknown,Crisis,Risk-On,0,0,,
2024-01-08,unknown,Crisis,Risk-On,1,0,,
2024-01-09,risk_on,Crisis,Risk-On,0,1,False,True
2024-01-10,risk_on,Crisis,Risk-On,0,1,False,True
2024-01-11,risk_on,Crisis,Risk-On,0,1,False,True
2024-01-12,risk_on,Crisis,Risk-On,0,1,False,True
2024-01-15,risk_on,Stress,Risk-On,0,1,False,True
2024-01-16,unknown,Stress,Risk-On,0,0,,
2024-01-17,unknown,Crisis,Risk-On,0,0,,
2024-01-18,unknown,Crisis,Risk-On,0,0,,
2024-01-19,unknown,Stress,Risk-On,0,0,,
2024-01-22,unknown,Crisis,Risk-On,0,0,,
2024-01-23,unknown,Crisis,Risk-On,0,0,,
2024-01-24,unknown,Crisis,Risk-On,0,0,,
2024-01-25,unknown,Stress,Risk-On,0,0,,
2024-01-26,unknown,Crisis,Risk-On,0,0,,
2024-01-29,unknown,Crisis,Risk-On,0,0,,
2024-01-30,unknown,Crisis,Risk-On,0,0,,
2024-01-31,unknown,Crisis,Risk-On,0,0,,
2024-02-01,unknown,Crisis,Risk-On,0,0,,
2024-02-02,unknown,Crisis,Risk-On,0,0,,
2024-02-05,unknown,Crisis,Risk-On,0,0,,
2024-02-06,unknown,Crisis,Risk-On,0,0,,
2024-02-07,unknown,Crisis,Risk-On,0,0,,
2024-02-08,unknown,Crisis,Risk-On,0,0,,
2024-02-09,unknown,Crisis,Risk-On,0,0,,
2024-02-12,unknown,Crisis,Risk-On,0,0,,
2024-02-13,unknown,Crisis,Risk-On,0,0,,
2024-02-14,unknown,Crisis,Risk-On,0,0,,
2024-02-15,unknown,Crisis,Risk-On,0,0,,
2024-02-16,unknown,Crisis,Risk-On,0,0,,
2024-02-19,unknown,Crisis,Risk-On,0,0,,
2024-02-20,unknown,Crisis,Risk-On,0,0,,
2024-02-21,unknown,Crisis,Risk-On,0,0,,
2024-02-22,unknown,Crisis,Risk-On,0,0,,
2024-02-23,unknown,Crisis,Risk-On,0,0,,
2024-02-26,unknown,Crisis,Risk-On,0,0,,
2024-02-27,unknown,Crisis,Risk-On,0,0,,
2024-02-28,unknown,Crisis,Risk-On,0,0,,
2024-02-29,unknown,Crisis,Risk-On,0,0,,
2024-03-01,unknown,Crisis,Risk-On,0,0,,
2024-03-04,unknown,Crisis,Risk-On,0,0,,
2024-03-05,unknown,Crisis,Risk-On,0,0,,
2024-03-06,unknown,Crisis,Risk-On,0,0,,
2024-03-07,unknown,Crisis,Risk-On,0,0,,
2024-03-08,unknown,Crisis,Risk-On,0,0,,
2024-03-11,unknown,Crisis,Risk-On,0,0,,
2024-03-12,unknown,Crisis,Risk-On,1,0,,
2024-03-13,risk_off,Crisis,Risk-On,0,1,True,False
2024-03-14,risk_off,Crisis,Risk-On,0,1,True,False
2024-03-15,risk_off,Crisis,Risk-On,0,1,True,False
2024-03-18,risk_off,Crisis,Risk-On,0,1,True,False
2024-03-19,risk_off,Crisis,Risk-On,0,1,True,False
2024-03-20,unknown,Crisis,Risk-On,0,0,,
2024-03-21,unknown,Crisis,Risk-On,0,0,,
2024-03-22,unknown,Crisis,Risk-On,0,0,,
2024-03-25,unknown,Crisis,Risk-On,0,0,,
2024-03-26,unknown,Crisis,Risk-On,0,0,,
2024-03-27,unknown,Crisis,Risk-On,0,0,,
2024-03-28,unknown,Crisis,Risk-On,0,0,,
2024-03-29,unknown,Crisis,Risk-On,0,0,,
2024-04-01,unknown,Crisis,Risk-On,0,0,,
2024-04-02,unknown,Crisis,Risk-Off,0,0,,
2024-04-03,unknown,Crisis,Risk-Off,0,0,,
2024-04-04,unknown,Crisis,Risk-Off,0,0,,
2024-04-05,unknown,Crisis,Risk-Off,0,0,,
2024-04-08,unknown,Crisis,Risk-Off,0,0,,
2024-04-09,unknown,Crisis,Risk-Off,0,0,,
2024-04-10,unknown,Crisis,Risk-Off,0,0,,
2024-04-11,unknown,Crisis,Risk-Off,0,0,,
2024-04-12,unknown,Crisis,Risk-Off,0,0,,
2024-04-15,unknown,Crisis,Risk-Off,1,0,,
2024-04-16,risk_off,Crisis,Risk-Off,0,1,True,True
2024-04-17,risk_off,Crisis,Risk-Off,0,1,True,True
2024-04-18,risk_off,Crisis,Risk-Off,0,1,True,True
2024-04-19,risk_off,Crisis,Risk-Off,0,1,True,True
2024-04-22,risk_off,Crisis,Risk-Off,0,1,True,True
2024-04-23,unknown,Crisis,Risk-Off,0,0,,
2024-04-24,unknown,Crisis,Risk-Off,0,0,,
2024-04-25,unknown,Crisis,Risk-Off,0,0,,
2024-04-26,unknown,Crisis,Risk-Off,0,0,,
2024-04-29,unknown,Crisis,Risk-Off,0,0,,
2024-04-30,unknown,Crisis,Risk-Off,0,0,,
2024-05-01,unknown,Crisis,Risk-Off,0,0,,
2024-05-02,unknown,Crisis,Risk-Off,0,0,,
2024-05-03,unknown,Crisis,Risk-Off,0,0,,
2024-05-06,unknown,Crisis,Risk-Off,0,0,,
2024-05-07,unknown,Crisis,Risk-Off,0,0,,
2024-05-08,unknown,Crisis,Risk-Off,0,0,,
2024-05-09,unknown,Crisis,Risk-Off,0,0,,
2024-05-10,unknown,Crisis,Risk-Off,0,0,,
2024-05-13,unknown,Crisis,Risk-Off,0,0,,
2024-05-14,unknown,Crisis,Risk-Off,0,0,,
2024-05-15,unknown,Crisis,Risk-Off,0,0,,
2024-05-16,unknown,Crisis,Risk-Off,0,0,,
2024-05-17,unknown,Crisis,Risk-Off,0,0,,
2024-05-20,unknown,Crisis,Risk-Off,0,0,,
2024-05-21,unknown,Crisis,Risk-Off,0,0,,
2024-05-22,unknown,Crisis,Risk-Off,0,0,,
2024-05-23,unknown,Crisis,Risk-Off,0,0,,
2024-05-24,unknown,Crisis,Risk-Off,0,0,,
2024-05-27,unknown,Crisis,Risk-Off,1,0,,
2024-05-28,risk_on,Crisis,Risk-Off,0,1,False,False
2024-05-29,risk_on,Crisis,Risk-Off,0,1,False,False
2024-05-30,risk_on,Crisis,Risk-Off,0,1,False,False
2024-05-31,risk_on,Crisis,Risk-Off,0,1,False,False
2024-06-03,risk_on,Crisis,Risk-Off,0,1,False,False
2024-06-04,unknown,Crisis,Risk-Off,0,0,,
2024-06-05,unknown,Crisis,Risk-Off,0,0,,
2024-06-06,unknown,Crisis,Risk-Off,0,0,,
2024-06-07,unknown,Crisis,Risk-Off,0,0,,
2024-06-10,unknown,Crisis,Risk-Off,0,0,,
2024-06-11,unknown,Crisis,Risk-Off,0,0,,
2024-06-12,unknown,Crisis,Risk-Off,0,0,,
2024-06-13,unknown,Crisis,Risk-Off,0,0,,
2024-06-14,unknown,Crisis,Risk-Off,0,0,,
2024-06-17,unknown,Crisis,Risk-Off,0,0,,
2024-06-18,unknown,Crisis,Risk-Off,0,0,,
2024-06-19,unknown,Crisis,Risk-Off,0,0,,
2024-06-20,unknown,Crisis,Risk-Off,0,0,,
2024-06-21,unknown,Crisis,Risk-Off,0,0,,
2024-06-24,unknown,Crisis,Risk-Off,0,0,,
2024-06-25,unknown,Crisis,Risk-Off,0,0,,
2024-06-26,unknown,Crisis,Risk-Off,0,0,,
2024-06-27,unknown,Crisis,Risk-Off,0,0,,
2024-06-28,unknown,Crisis,Risk-Off,0,0,,
2024-07-01,unknown,Crisis,Risk-Off,0,0,,
2024-07-02,unknown,Crisis,Risk-Off,0,0,,
2024-07-03,unknown,Crisis,Risk-Off,0,0,,
2024-07-04,unknown,Crisis,Risk-Off,0,0,,
2024-07-05,unknown,Crisis,Risk-Off,0,0,,
2024-07-08,unknown,Crisis,Risk-Off,1,0,,
2024-07-09,risk_on,Crisis,Risk-Off,0,1,False,False
2024-07-10,risk_on,Crisis,Risk-Off,0,1,False,False
2024-07-11,risk_on,Crisis,Risk-Off,0,1,False,False
2024-07-12,risk_on,Crisis,Risk-Off,0,1,False,False
2024-07-15,risk_on,Crisis,Risk-Off,0,1,False,False
2024-07-16,unknown,Crisis,Risk-Off,0,0,,
2024-07-17,unknown,Crisis,Risk-Off,0,0,,
2024-07-18,unknown,Crisis,Risk-Off,0,0,,
2024-07-19,unknown,Crisis,Risk-Off,0,0,,
2024-07-22,unknown,Crisis,Risk-Off,0,0,,
2024-07-23,unknown,Crisis,Risk-Off,0,0,,
2024-07-24,unknown,Crisis,Risk-Off,0,0,,
2024-07-25,unknown,Crisis,Risk-Off,0,0,,
2024-07-26,unknown,Crisis,Risk-Off,0,0,,
2024-07-29,unknown,Crisis,Risk-Off,0,0,,
2024-07-30,unknown,Crisis,Risk-Off,0,0,,
2024-07-31,unknown,Crisis,Risk-Off,0,0,,
2024-08-01,unknown,Crisis,Risk-Off,0,0,,
2024-08-02,unknown,Crisis,Risk-Off,0,0,,
2024-08-05,unknown,Crisis,Risk-Off,0,0,,
2024-08-06,unknown,Crisis,Risk-Off,0,0,,
2024-08-07,unknown,Crisis,Risk-Off,0,0,,
2024-08-08,unknown,Crisis,Risk-Off,0,0,,
2024-08-09,unknown,Crisis,Risk-On,0,0,,
2024-08-12,unknown,Crisis,Risk-On,0,0,,
2024-08-13,unknown,Crisis,Risk-On,0,0,,
2024-08-14,unknown,Crisis,Risk-On,0,0,,
2024-08-15,unknown,Crisis,Risk-On,0,0,,
2024-08-16,unknown,Crisis,Risk-On,0,0,,
2024-08-19,unknown,Crisis,Risk-On,0,0,,
2024-08-20,unknown,Crisis,Risk-On,0,0,,
2024-08-21,unknown,Crisis,Risk-On,0,0,,
2024-08-22,unknown,Crisis,Risk-On,0,0,,
2024-08-23,unknown,Crisis,Risk-On,0,0,,
2024-08-26,unknown,Crisis,Risk-On,0,0,,
2024-08-27,unknown,Crisis,Risk-On,0,0,,
2024-08-28,unknown,Crisis,Risk-On,0,0,,
2024-08-29,unknown,Crisis,Risk-On,0,0,,
2024-08-30,unknown,Crisis,Risk-On,0,0,,
2024-09-02,unknown,Crisis,Risk-On,0,0,,
2024-09-03,unknown,Crisis,Risk-On,0,0,,
2024-09-04,unknown,Crisis,Risk-On,0,0,,
2024-09-05,unknown,Crisis,Risk-On,0,0,,
2024-09-06,unknown,Crisis,Risk-On,0,0,,
2024-09-09,unknown,Crisis,Risk-On,0,0,,
2024-09-10,unknown,Crisis,Risk-On,0,0,,
2024-09-11,unknown,Crisis,Risk-On,0,0,,
2024-09-12,unknown,Crisis,Risk-On,0,0,,
2024-09-13,unknown,Crisis,Risk-On,0,0,,
2024-09-16,unknown,Crisis,Risk-On,1,0,,
2024-09-17,risk_on,Crisis,Risk-On,0,1,False,True
2024-09-18,risk_on,Crisis,Risk-On,0,1,False,True
2024-09-19,risk_on,Crisis,Risk-On,0,1,False,True
2024-09-20,risk_on,Crisis,Risk-On,0,1,False,True
2024-09-23,risk_on,Crisis,Risk-On,0,1,False,True
2024-09-24,unknown,Crisis,Risk-On,0,0,,
2024-09-25,unknown,Crisis,Risk-On,0,0,,
2024-09-26,unknown,Crisis,Risk-On,0,0,,
2024-09-27,unknown,Crisis,Risk-On,0,0,,
2024-09-30,unknown,Crisis,Risk-On,0,0,,
2024-10-01,unknown,Crisis,Risk-On,0,0,,
2024-10-02,unknown,Crisis,Risk-On,0,0,,
2024-10-03,unknown,Crisis,Risk-On,0,0,,
2024-10-04,unknown,Crisis,Risk-On,0,0,,
2024-10-07,unknown,Crisis,Risk-On,0,0,,
2024-10-08,unknown,Crisis,Risk-On,0,0,,
2024-10-09,unknown,Crisis,Risk-On,0,0,,
2024-10-10,unknown,Crisis,Risk-On,0,0,,
2024-10-11,unknown,Crisis,Risk-On,0,0,,
2024-10-14,unknown,Crisis,Risk-On,0,0,,
2024-10-15,unknown,Crisis,Risk-On,0,0,,
2024-10-16,unknown,Crisis,Risk-On,0,0,,
2024-10-17,unknown,Crisis,Risk-On,0,0,,
2024-10-18,unknown,Crisis,Risk-On,0,0,,
2024-10-21,unknown,Crisis,Risk-On,0,0,,
2024-10-22,unknown,Crisis,Risk-On,0,0,,
2024-10-23,unknown,Crisis,Risk-On,0,0,,
2024-10-24,unknown,Crisis,Risk-On,0,0,,
2024-10-25,unknown,Crisis,Risk-On,0,0,,
2024-10-28,unknown,Crisis,Risk-On,0,0,,
2024-10-29,unknown,Crisis,Risk-On,0,0,,
2024-10-30,unknown,Crisis,Risk-On,0,0,,
2024-10-31,unknown,Crisis,Risk-On,0,0,,
2024-11-01,unknown,Crisis,Risk-On,0,0,,
2024-11-04,unknown,Crisis,Risk-On,1,0,,
2024-11-05,risk_on,Crisis,Risk-On,0,1,False,True
2024-11-06,risk_on,Crisis,Risk-On,0,1,False,True
2024-11-07,risk_on,Crisis,Risk-On,0,1,False,True
2024-11-08,risk_on,Crisis,Risk-On,0,1,False,True
2024-11-11,risk_on,Crisis,Risk-On,0,1,False,True
2024-11-12,unknown,Crisis,Risk-On,0,0,,
2024-11-13,unknown,Crisis,Risk-On,0,0,,
2024-11-14,unknown,Crisis,Risk-On,0,0,,
2024-11-15,unknown,Crisis,Risk-On,0,0,,
2024-11-18,unknown,Crisis,Risk-On,0,0,,
2024-11-19,unknown,Crisis,Risk-On,0,0,,
2024-11-20,unknown,Crisis,Risk-On,0,0,,
2024-11-21,unknown,Crisis,Risk-On,0,0,,
2024-11-22,unknown,Crisis,Risk-On,0,0,,
2024-11-25,unknown,Crisis,Risk-On,0,0,,
2024-11-26,unknown,Crisis,Risk-On,0,0,,
2024-11-27,unknown,Crisis,Risk-On,0,0,,
2024-11-28,unknown,Crisis,Risk-On,0,0,,
2024-11-29,unknown,Crisis,Risk-On,0,0,,
2024-12-02,unknown,Crisis,Risk-On,0,0,,
2024-12-03,unknown,Crisis,Risk-On,0,0,,
2024-12-04,unknown,Crisis,Risk-On,0,0,,
2024-12-05,unknown,Crisis,Risk-On,0,0,,
2024-12-06,unknown,Crisis,Risk-On,0,0,,
2024-12-09,unknown,Crisis,Risk-On,0,0,,
2024-12-10,unknown,Crisis,Risk-On,0,0,,
2024-12-11,unknown,Crisis,Risk-On,0,0,,
2024-12-12,unknown,Crisis,Risk-On,0,0,,
2024-12-13,unknown,Crisis,Risk-On,0,0,,
2024-12-16,unknown,Crisis,Risk-On,0,0,,
2024-12-17,unknown,Crisis,Risk-On,0,0,,
2024-12-18,unknown,Crisis,Risk-On,0,0,,
2024-12-19,unknown,Crisis,Risk-On,0,0,,
2024-12-20,unknown,Crisis,Risk-On,0,0,,
2024-12-23,unknown,Crisis,Risk-On,0,0,,
2024-12-24,unknown,Crisis,Risk-On,0,0,,
2024-12-25,unknown,Crisis,Risk-On,0,0,,
2024-12-26,unknown,Crisis,Risk-On,0,0,,
2024-12-27,unknown,Crisis,Risk-On,0,0,,
2024-12-30,unknown,Crisis,Risk-On,0,0,,
2024-12-31,unknown,Crisis,Risk-On,0,0,,
2025-01-01,unknown,Crisis,Risk-On,0,0,,
2025-01-02,unknown,Crisis,Risk-On,0,0,,
2025-01-03,unknown,Crisis,Risk-On,0,0,,
2025-01-06,unknown,Crisis,Risk-On,0,0,,
2025-01-07,unknown,Crisis,Risk-On,0,0,,
2025-01-08,unknown,Crisis,Risk-On,0,0,,
2025-01-09,unknown,Crisis,Risk-On,0,0,,
2025-01-10,unknown,Crisis,Risk-On,0,0,,
2025-01-13,unknown,Crisis,Risk-On,1,0,,
2025-01-14,risk_on,Crisis,Risk-On,0,1,False,True
2025-01-15,risk_on,Crisis,Risk-On,0,1,False,True
2025-01-16,risk_on,Crisis,Risk-On,0,1,False,True
2025-01-17,risk_on,Crisis,Risk-On,0,1,False,True
2025-01-20,risk_on,Crisis,Risk-On,0,1,False,True
2025-01-21,unknown,Crisis,Risk-On,0,0,,
2025-01-22,unknown,Crisis,Risk-On,0,0,,
2025-01-23,unknown,Crisis,Risk-On,0,0,,
2025-01-24,unknown,Crisis,Risk-On,0,0,,
2025-01-27,unknown,Crisis,Risk-On,0,0,,
2025-01-28,unknown,Crisis,Risk-On,0,0,,
2025-01-29,unknown,Crisis,Risk-On,0,0,,
2025-01-30,unknown,Crisis,Risk-On,0,0,,
2025-01-31,unknown,Crisis,Risk-On,0,0,,
2025-02-03,unknown,Crisis,Risk-On,0,0,,
2025-02-04,unknown,Crisis,Risk-On,0,0,,
2025-02-05,unknown,Crisis,Risk-On,0,0,,
2025-02-06,unknown,Crisis,Risk-On,0,0,,
2025-02-07,unknown,Crisis,Risk-On,0,0,,
2025-02-10,unknown,Crisis,Risk-On,0,0,,
2025-02-11,unknown,Crisis,Risk-On,0,0,,
2025-02-12,unknown,Crisis,Risk-On,0,0,,
2025-02-13,unknown,Crisis,Risk-On,0,0,,
2025-02-14,unknown,Crisis,Risk-On,0,0,,
2025-02-17,unknown,Crisis,Risk-On,0,0,,
2025-02-18,unknown,Crisis,Risk-On,0,0,,
2025-02-19,unknown,Crisis,Risk-On,0,0,,
2025-02-20,unknown,Crisis,Risk-On,0,0,,
2025-02-21,unknown,Crisis,Risk-On,0,0,,
2025-02-24,unknown,Crisis,Risk-On,0,0,,
2025-02-25,unknown,Crisis,Risk-On,0,0,,
2025-02-26,unknown,Crisis,Risk-On,0,0,,
2025-02-27,unknown,Crisis,Risk-On,0,0,,
2025-02-28,unknown,Crisis,Risk-On,0,0,,
2025-03-03,unknown,Crisis,Risk-On,0,0,,
2025-03-04,unknown,Crisis,Risk-On,0,0,,
2025-03-05,unknown,Crisis,Risk-On,0,0,,
2025-03-06,unknown,Crisis,Risk-On,0,0,,
2025-03-07,unknown,Crisis,Risk-On,0,0,,
2025-03-10,unknown,Crisis,Risk-On,0,0,,
2025-03-11,unknown,Crisis,Risk-On,0,0,,
2025-03-12,unknown,Crisis,Risk-On,0,0,,
2025-03-13,unknown,Crisis,Risk-On,0,0,,
2025-03-14,unknown,Crisis,Risk-On,0,0,,
2025-03-17,unknown,Crisis,Risk-On,1,0,,
2025-03-18,risk_off,Crisis,Risk-Off,0,1,True,True
2025-03-19,risk_off,Crisis,Risk-Off,0,1,True,True
2025-03-20,risk_off,Crisis,Risk-Off,0,1,True,True
2025-03-21,risk_off,Crisis,Risk-Off,0,1,True,True
2025-03-24,risk_off,Crisis,Risk-Off,0,1,True,True
2025-03-25,unknown,Crisis,Risk-Off,0,0,,
2025-03-26,unknown,Crisis,Risk-Off,0,0,,
2025-03-27,unknown,Crisis,Risk-Off,0,0,,
2025-03-28,unknown,Crisis,Risk-Off,0,0,,
2025-03-31,unknown,Crisis,Risk-Off,0,0,,
2025-04-01,unknown,Crisis,Risk-Off,0,0,,
2025-04-02,unknown,Crisis,Risk-Off,0,0,,
2025-04-03,unknown,Crisis,Risk-Off,0,0,,
2025-04-04,unknown,Crisis,Risk-Off,0,0,,
2025-04-07,unknown,Crisis,Risk-Off,0,0,,
2025-04-08,unknown,Crisis,Risk-Off,0,0,,
2025-04-09,unknown,Crisis,Risk-Off,0,0,,
2025-04-10,unknown,Crisis,Risk-Off,0,0,,
2025-04-11,unknown,Crisis,Risk-Off,0,0,,
2025-04-14,unknown,Crisis,Risk-Off,0,0,,
2025-04-15,unknown,Crisis,Risk-Off,0,0,,
2025-04-16,unknown,Crisis,Risk-Off,0,0,,
2025-04-17,unknown,Crisis,Risk-Off,0,0,,
2025-04-18,unknown,Crisis,Risk-Off,0,0,,
2025-04-21,unknown,Crisis,Risk-Off,1,0,,
2025-04-22,risk_off,Crisis,Risk-Off,0,1,True,True
2025-04-23,risk_off,Crisis,Risk-Off,0,1,True,True
2025-04-24,risk_off,Crisis,Risk-Off,0,1,True,True
2025-04-25,risk_off,Crisis,Risk-Off,0,1,True,True
2025-04-28,risk_off,Crisis,Risk-Off,0,1,True,True
2025-04-29,unknown,Crisis,Risk-Off,0,0,,
2025-04-30,unknown,Crisis,Risk-Off,0,0,,
2025-05-01,unknown,Crisis,Risk-Off,0,0,,
2025-05-02,unknown,Crisis,Risk-Off,0,0,,
2025-05-05,unknown,Crisis,Risk-Off,0,0,,
2025-05-06,unknown,Crisis,Risk-Off,0,0,,
2025-05-07,unknown,Crisis,Risk-Off,0,0,,
2025-05-08,unknown,Crisis,Risk-Off,0,0,,
2025-05-09,unknown,Crisis,Risk-Off,0,0,,
2025-05-12,unknown,Crisis,Risk-Off,0,0,,
2025-05-13,unknown,Crisis,Risk-Off,0,0,,
2025-05-14,unknown,Crisis,Risk-Off,0,0,,
2025-05-15,unknown,Crisis,Risk-Off,0,0,,
2025-05-16,unknown,Crisis,Risk-Off,0,0,,
2025-05-19,unknown,Crisis,Risk-Off,0,0,,
2025-05-20,unknown,Crisis,Risk-Off,0,0,,
2025-05-21,unknown,Crisis,Risk-Off,0,0,,
2025-05-22,unknown,Crisis,Risk-Off,0,0,,
2025-05-23,unknown,Crisis,Risk-Off,0,0,,
2025-05-26,unknown,Crisis,Risk-Off,0,0,,
2025-05-27,unknown,Crisis,Risk-Off,0,0,,
2025-05-28,unknown,Crisis,Risk-Off,0,0,,
2025-05-29,unknown,Crisis,Risk-Off,0,0,,
2025-05-30,unknown,Crisis,Risk-Off,0,0,,
2025-06-02,unknown,Crisis,Risk-Off,0,0,,
2025-06-03,unknown,Crisis,Risk-Off,0,0,,
2025-06-04,unknown,Crisis,Risk-Off,0,0,,
2025-06-05,unknown,Crisis,Risk-Off,0,0,,
2025-06-06,unknown,Crisis,Risk-Off,0,0,,
2025-06-09,unknown,Crisis,Risk-Off,1,0,,
2025-06-10,risk_on,Crisis,Risk-Off,0,1,False,False
2025-06-11,risk_on,Crisis,Risk-Off,0,1,False,False
2025-06-12,risk_on,Crisis,Risk-Off,0,1,False,False
2025-06-13,risk_on,Crisis,Risk-Off,0,1,False,False
2025-06-16,risk_on,Crisis,Risk-Off,0,1,False,False
2025-06-17,unknown,Crisis,Risk-Off,0,0,,
2025-06-18,unknown,Crisis,Risk-Off,0,0,,
2025-06-19,unknown,Crisis,Risk-Off,0,0,,
2025-06-20,unknown,Crisis,Risk-Off,0,0,,
2025-06-23,unknown,Crisis,Risk-Off,0,0,,
2025-06-24,unknown,Crisis,Risk-Off,0,0,,
2025-06-25,unknown,Crisis,Risk-Off,0,0,,
2025-06-26,unknown,Crisis,Risk-Off,0,0,,
2025-06-27,unknown,Crisis,Risk-Off,0,0,,
2025-06-30,unknown,Crisis,Risk-Off,0,0,,
2025-07-01,unknown,Crisis,Risk-Off,0,0,,
2025-07-02,unknown,Crisis,Risk-Off,0,0,,
2025-07-03,unknown,Crisis,Risk-Off,0,0,,
2025-07-04,unknown,Crisis,Risk-Off,0,0,,
2025-07-07,unknown,Crisis,Risk-Off,0,0,,
2025-07-08,unknown,Crisis,Risk-Off,0,0,,
2025-07-09,unknown,Crisis,Risk-Off,0,0,,
2025-07-10,unknown,Crisis,Risk-Off,0,0,,
2025-07-11,unknown,Crisis,Risk-Off,0,0,,
2025-07-14,unknown,Crisis,Risk-Off,0,0,,
2025-07-15,unknown,Crisis,Risk-Off,0,0,,
2025-07-16,unknown,Crisis,Risk-Off,0,0,,
2025-07-17,unknown,Crisis,Risk-Off,0,0,,
2025-07-18,unknown,Crisis,Risk-Off,0,0,,
2025-07-21,unknown,Crisis,Risk-Off,0,0,,
2025-07-22,unknown,Crisis,Risk-Off,0,0,,
2025-07-23,unknown,Crisis,Risk-Off,0,0,,
2025-07-24,unknown,Crisis,Risk-Off,0,0,,
2025-07-25,unknown,Crisis,Risk-Off,0,0,,
2025-07-28,unknown,Crisis,Risk-Off,0,0,,
2025-07-29,unknown,Crisis,Risk-Off,0,0,,
2025-07-30,unknown,Crisis,Risk-Off,0,0,,
2025-07-31,unknown,Crisis,Risk-Off,0,0,,
2025-08-01,unknown,Crisis,Risk-Off,0,0,,
2025-08-04,unknown,Crisis,Risk-Off,0,0,,
2025-08-05,unknown,Crisis,Risk-Off,0,0,,
2025-08-06,unknown,Crisis,Risk-Off,0,0,,
2025-08-07,unknown,Crisis,Risk-Off,0,0,,
2025-08-08,unknown,Crisis,Risk-Off,0,0,,
2025-08-11,unknown,Crisis,Risk-Off,0,0,,
2025-08-12,unknown,Crisis,Risk-Off,0,0,,
2025-08-13,unknown,Crisis,Risk-Off,0,0,,
2025-08-14,unknown,Crisis,Risk-Off,0,0,,
2025-08-15,unknown,Crisis,Risk-Off,0,0,,
2025-08-18,unknown,Crisis,Risk-Off,1,0,,
2025-08-19,risk_on,Crisis,Risk-Off,0,1,False,False
2025-08-20,risk_on,Crisis,Risk-Off,0,1,False,False
2025-08-21,risk_on,Crisis,Risk-Off,0,1,False,False
2025-08-22,risk_on,Crisis,Risk-Off,0,1,False,False
2025-08-25,risk_on,Crisis,Risk-Off,0,1,False,False
2025-08-26,unknown,Crisis,Risk-Off,0,0,,
2025-08-27,unknown,Crisis,Risk-Off,0,0,,
2025-08-28,unknown,Crisis,Risk-Off,0,0,,
2025-08-29,unknown,Crisis,Risk-On,0,0,,
2025-09-01,unknown,Crisis,Risk-On,0,0,,
2025-09-02,unknown,Crisis,Risk-On,0,0,,
2025-09-03,unknown,Crisis,Risk-On,0,0,,
2025-09-04,unknown,Crisis,Risk-On,0,0,,
2025-09-05,unknown,Crisis,Risk-On,0,0,,
2025-09-08,unknown,Crisis,Risk-On,0,0,,
2025-09-09,unknown,Crisis,Risk-On,0,0,,
2025-09-10,unknown,Crisis,Risk-On,0,0,,
2025-09-11,unknown,Crisis,Risk-On,0,0,,
2025-09-12,unknown,Crisis,Risk-On,0,0,,
2025-09-15,unknown,Crisis,Risk-On,0,0,,
2025-09-16,unknown,Crisis,Risk-On,0,0,,
2025-09-17,unknown,Crisis,Risk-On,0,0,,
2025-09-18,unknown,Crisis,Risk-On,0,0,,
2025-09-19,unknown,Crisis,Risk-On,0,0,,
2025-09-22,unknown,Crisis,Risk-On,0,0,,
2025-09-23,unknown,Crisis,Risk-On,0,0,,
2025-09-24,unknown,Crisis,Risk-On,0,0,,
2025-09-25,unknown,Crisis,Risk-On,0,0,,
2025-09-26,unknown,Crisis,Risk-On,0,0,,
2025-09-29,unknown,Crisis,Risk-On,0,0,,
2025-09-30,unknown,Crisis,Risk-On,0,0,,
2025-10-01,unknown,Crisis,Risk-On,0,0,,
2025-10-02,unknown,Crisis,Risk-On,0,0,,
2025-10-03,unknown,Crisis,Risk-On,0,0,,
2025-10-06,unknown,Crisis,Risk-On,1,0,,
2025-10-07,risk_off,Crisis,Risk-On,0,1,True,False
2025-10-08,risk_off,Crisis,Risk-On,0,1,True,False
2025-10-09,risk_off,Crisis,Risk-On,0,1,True,False
2025-10-10,risk_off,Crisis,Risk-On,0,1,True,False
2025-10-13,risk_off,Crisis,Risk-On,0,1,True,False
